material_id,composition,wyckoff,thermo
b59ad6f5dc9b09f5e739f1bf2333f6d4,MoWSe4,AB4C_oP6_25_a_ef_b:Mo-Se-W,2
a6f2b2c095a761e07b47aba4185d3eb7,Na,A_tP1_123_a:Na,0
f7ae4c58d3d2a03390049838abaf2446,Na2H6PtO6,A6B2C6D_hP15_147_g_d_g_a:H-Na-O-Pt,2
ffb24b9981b6a7efd1c2db9c1ce005ad,Na2Hf(HO)6,A6BC2D6_hP15_147_g_a_d_g:H-Hf-Na-O,2
8af4232de2f9f39d706b7209509f4bdd,Na2MgH4(SO4)2,A4BC2D8E2_aP17_2_2i_a_i_4i_i:H-Mg-Na-O-S,2
c256c0da76e05107504ac8a40633c60c,Na2MnP2O7F3,A3BC2D7E2_aP15_1_3a_a_2a_7a_2a:F-Mn-Na-O-P,2
d308bca326e77cf65d19e851257091a3,Na2Sn(HO)6,A6B2C6D_hP15_147_g_d_g_a:H-Na-O-Sn,2
6f506b8458a72ae404aac27779e91949,NaAsO2,ABC2_mP16_14_e_e_2e:As-Na-O,2
37c394d45242b650c1d1efb2850fd950,NaB(HO)4,AB4CD4_aP20_2_i_4i_i_4i:B-H-Na-O,2
8be3c884ecf81f6045543bbef1c88a0f,NaC2,A2B_tP6_129_2c_c:C-Na,0
a876d3eb0915ecc4f8e289474a168fc0,NaC6(Br2O)2,A4B6CD2_aP13_2_2i_3i_a_i:Br-C-Na-O,2
a2b5edbc371c9fa04ec44e96dbc65aaa,NaCSN,ABCD_oP8_31_a_a_a_a:C-N-Na-S,2
68af69de77c72afb7a8c0f7b563e9750,NaCoAs,ABC_tP6_129_c_a_c:As-Co-Na,2
173f1e2eb62103cfed4444972ca24498,NaCoP,ABC_tP6_129_a_c_c:Co-Na-P,2
22c478db1a7611fc32b6a50c9fa8c6a7,NaCoSb,ABC_tP6_129_a_c_c:Co-Na-Sb,2
c19f5e205f1497d970501081140faa95,NaFeP,ABC_tP6_129_a_c_c:Fe-Na-P,2
ac7a73ba2b8067d77cb2f895e3651424,NaH3CN4O,AB3C4DE_oP20_51_e_ek_2k_b_f:C-H-N-Na-O,2
a7688007d9c0c053b53d1f63f141cd05,NaH4IO2,A4BCD2_aP16_2_4i_i_i_2i:H-I-Na-O,2
5545842e37a8329760b7fa3e0bff3800,NaHO,ABC_tP6_129_c_c_c:H-Na-O,2
bd60e16b7ec3072958c8fb89762f58b1,NaHO,ABC_tP6_129_c_a_c:H-Na-O,2
eaf91df5f0f0edb5a75fa5cb4b6a3343,NaHS,ABC_tP6_129_c_a_c:H-Na-S,2
326f63f5545d9da38d832ecf526c313b,NaIn(IO3)4,A4BCD12_aP18_2_2i_a_c_6i:I-In-Na-O,2
6873b48e647a059eda7240c1ed2a52d1,NaNb3O4,AB3C4_oP8_25_a_df_2e:Na-Nb-O,2
108d0a28c330588f444cde9cdef0a4d3,NaNbCl6,A6BC_mP16_4_6a_a_a:Cl-Na-Nb,2
30dfb243d22707c68fcb6b4050a194f7,NaNiAs,ABC_tP6_129_c_c_a:As-Na-Ni,2
63eeb01edcf8f1e41d93d45c6bddee46,NaNiP,ABC_tP6_129_c_a_c:Na-Ni-P,2
50602ee4711278d2cdf0177f76534481,NaNiSb,ABC_mC12_12_i_g_i:Na-Ni-Sb,2
6e69bd457cf7b8f9f4c2d47390219e5f,NaOF,ABC_tP6_129_c_a_c:F-Na-O,2
3a3e6cdd7a2021eeeb16555096cd6542,NaSF,ABC_aP6_1_2a_2a_2a:F-Na-S,2
f2b1b0b695974715d6a328f6b081b4de,NaSO2,AB2C_mP16_13_g_2g_g:Na-O-S,2
bb1a7bebbf0fbcad45c8f1e443a8edad,NaTaCl6,A6BC_mP16_4_6a_a_a:Cl-Na-Ta,2
b6385a22c95c295f7ae2f6a6d41ccf9a,NaW2(Br3O)2,A6BC2D2_oP11_47_my_d_j_i:Br-Na-O-W,2
5d987bc212fc79e02136d0939097135f,Nb(HO)2,A2BC2_hP5_164_d_a_d:H-Nb-O,2
ecc4ff212671c7af666ca4dcf893e0b2,Nb(SBr)2,A2BC2_mC20_12_j_g_2i:Br-Nb-S,2
d55db800d5030b8bebdfc04af9a21e1d,Nb(SCl)2,A2BC2_mC20_12_j_g_2i:Cl-Nb-S,2
bb9af57009947d4d99c30daf1d40aa5b,Nb(SeBr)2,A2BC2_mC20_12_j_g_2i:Br-Nb-Se,2
ef0c7b8926a73d321efef4a242af211a,Nb(SeCl)2,A2BC2_mC20_12_j_g_2i:Cl-Nb-Se,2
c5d8b92ba007f96f3fb8fa30359ce77a,Nb2BO2,AB2C2_hP5_164_a_d_d:B-Nb-O,2
e6d0d4cbc866b161a90be11ca63f2053,Nb2BS2,AB2C2_hP5_164_a_d_d:B-Nb-S,2
1dc760e01721127e39dca9b8ed2e254d,Nb2BSe2,AB2C2_hP5_164_a_d_d:B-Nb-Se,2
58574b6f694040331bd2e7a817539539,Nb2C,AB2_hP3_164_a_d:C-Nb,0
54ac858fdde04f6ef0fcac8eb6499d61,Nb2C,AB2_oP12_51_k_2k:C-Nb,0
5ed4fdae80f8a7a45404b8bcbb5da16e,Nb2CF2,AB2C2_hP5_164_a_d_d:C-F-Nb,2
7b8b31fbe962af6d30e4e048161aaf99,Nb2CO2,AB2C2_hP5_164_a_d_d:C-Nb-O,2
240ce4f6d3528b0e1e3d9aac0d36677c,Nb2CS2,AB2C2_hP5_164_a_d_d:C-Nb-S,2
264c3565abaae88d781f452071de0f08,Nb2CSe2,AB2C2_hP5_164_a_d_d:C-Nb-Se,2
1a9e967953aab733e5e21b4ee8dd1a6e,Nb2GeTe4,AB2C4_oP14_55_a_g_i:Ge-Nb-Te,2
b83c06c44aa87b881bb696684080fcf5,Nb2H2CO2,AB2C2D2_hP7_164_a_d_d_d:C-H-Nb-O,2
6dceeda28fafee6d013fc1d2ac63e7f4,Nb2H2NO2,A2BC2D2_hP7_164_d_a_d_d:H-N-Nb-O,2
456447c91a13589f367b83655c75f9c1,Nb2N,AB2_hP3_164_a_d:N-Nb,2
32d4c2d81915fc1521d97989b8880c12,Nb2NF2,A2BC2_hP5_164_d_a_d:F-N-Nb,2
c64bd7364bb8abd8bde07be6d0946b24,Nb2NO2,AB2C2_hP5_164_a_d_d:N-Nb-O,2
9654cf6c7591d4aab98a1dce5e33fbe1,Nb2PdS6,A2BC6_mC18_12_i_a_3i:Nb-Pd-S,2
38914559993eac1d2eada2f7561100a2,Nb2PdSe6,A2BC6_mC18_12_i_a_3i:Nb-Pd-Se,2
a7ebb1c509b75c19de94f7cbd31390a4,Nb2S2N,AB2C2_hP5_164_a_d_d:N-Nb-S,2
62849fca85c7ea1ef50eb6a7b9a56e0c,Nb2Se2N,AB2C2_hP5_164_a_d_d:N-Nb-Se,2
b225dd6c4bfead9c23d8c8e1f168d0c1,Nb2SiTe4,A2BC4_oP14_55_g_a_i:Nb-Si-Te,2
23f1e235e8fa282a3a884124c978266c,Nb2Te6I,AB2C6_aP18_2_i_2i_6i:I-Nb-Te,2
1ee0a051a9849c53b3ff98780ae2134f,Nb3(CF)2,A2B2C3_hP7_187_h_g_ai:C-F-Nb,2
320fd120162cd054b929f061f96124d7,Nb3(CO)2,A2B3C2_hP7_187_h_ai_g:C-Nb-O,2
ef4ba066ac6127894383ed80fedc3c74,Nb3(NF)2,A2B2C3_hP7_187_g_h_ai:F-N-Nb,2
53aaafdabd3032fbe6e4b7893c679968,Nb3(NO)2,A2B3C2_hP7_187_h_ai_g:N-Nb-O,2
e841545813aa1a7563f975f0798543f3,Nb3Br8,A8B3_hP11_156_ab2d_d:Br-Nb,2
a74ec1fc8363a20f3598436e08866f57,Nb3C2,A2B3_hP5_187_h_ai:C-Nb,2
4a1a6a492b6e7eb8adf95ebed13a17af,Nb3Cl8,A8B3_hP11_156_ab2d_d:Cl-Nb,2
c8e9a449d200046455bff1e50e93dc29,Nb3GeTe6,AB3C6_oP20_26_a_3a_3c:Ge-Nb-Te,2
2eb58cfe6d592b3c7877a236d1d4ee5b,Nb3H2(CO)2,A2B2C3D2_hP9_187_h_g_ai_g:C-H-Nb-O,2
3d714453812166d4d7b961515177d3f9,Nb3H2(NO)2,A2B2C3D2_hP9_187_g_h_ai_g:H-N-Nb-O,2
854bb828450e9ea3768313de9a7271ea,Nb3I8,A8B3_hP11_156_ab2d_d:I-Nb,2
5efb4356d50913d18240dacbba383433,Nb3N2,A2B3_hP5_187_h_ai:N-Nb,2
7efe4e09433d1929b8df2521c88e0946,Nb3SBr7,A7B3C_hP11_156_a2d_d_b:Br-Nb-S,2
ad39d6bad9f39dc4b3e7bde30e583b63,Nb3SiTe6,A3BC6_oP20_26_3a_a_3c:Nb-Si-Te,2
b18b5941b8c0bc668636c732ff9f47e7,Nb3TeCl7,A7B3C_hP11_156_a2d_d_b:Cl-Nb-Te,2
ebd89a6a5e7b676da1da2862060cb5b5,Nb3TeI7,A7B3C_hP11_156_a2d_d_b:I-Nb-Te,2
7a291deac4eaa9457bdff43026d7eace,Nb4C3,A3B4_hP7_164_ad_cd:C-Nb,2
5e0adcd9467b1c3f914638372189aca3,Nb4C3F2,A3B2C4_hP9_164_ad_d_cd:C-F-Nb,2
c54a1fdc9030f7c7c306ba45dd6b069f,Nb4C3O2,A3B4C2_hP9_164_ad_cd_d:C-Nb-O,2
c4cd3e22a120e71143b7e9a1f230124f,Nb4H2C3O2,A3B2C4D2_hP11_164_ad_d_cd_d:C-H-Nb-O,2
35130e97a50e13d84ef6b6063de8a832,Nb4H2N3O2,A2B3C4D2_hP11_164_d_ad_cd_d:H-N-Nb-O,2
c6db708557cd0a98366b931899cdcf6b,Nb4N3,A3B4_hP7_164_ad_cd:N-Nb,2
e34555095c1d30ff006c6465f46cbb91,Nb4N3F2,A2B3C4_hP9_164_d_ad_cd:F-N-Nb,2
78e45520f82d824e34409b3ca5471ee8,Nb4N3O2,A3B4C2_hP9_164_ad_cd_d:N-Nb-O,2
1ed2a1a2856b8834425c606b4327b3a9,NbAs2,A2B_hP3_164_d_a:As-Nb,2
4bb4a828697b9962a129d75a5593fcae,NbAs2,A2B_hP3_187_h_a:As-Nb,2
cd52c6ddb9f70c80c80246ce39bfe94b,NbBi2,A2B_hP3_187_h_a:Bi-Nb,2
b775c5959b10366cde1a1296c6bb4050,NbBi2,A2B_hP3_164_d_a:Bi-Nb,2
f7e45ee7bc02214eb72d1eed364b6d88,NbBiAs,ABC_hP3_156_a_a_b:As-Bi-Nb,2
12df42179dd510e6ad17db077a142384,NbBiAs,ABC_hP3_156_a_b_c:As-Bi-Nb,2
881ca171d59c2ff0b015809e3fe0de7b,NbBiSb,ABC_hP3_156_a_b_a:Bi-Nb-Sb,2
e9964868668bfb6a0d2f6bd400285948,NbBiSb,ABC_hP3_156_a_b_c:Bi-Nb-Sb,2
d9ecfe3b456a741357c3430a7105da3b,NbBr,AB_hP4_164_d_d:Br-Nb,2
47754e5d4832c1dd042e20407cfb7500,NbBr,AB_tP4_129_c_a:Br-Nb,2
1dcbab3b21568ef2c26bbf95495def0e,NbBr2,A2B_tP3_115_g_a:Br-Nb,2
22d84be74e3785afdf3956a25c583bcd,NbBr2,A2B_hP3_187_h_a:Br-Nb,2
d49674c6f8bb37c21bb575c9a039bbb7,NbBr2,A2B_hP3_164_d_a:Br-Nb,2
803e341c7eeff682660abebfbae93e96,NbBr2O,A2BC_oP8_25_ef_g_g:Br-Nb-O,2
2d6c2a79a92114c58eb5d9ac23d7ac62,NbBr3,A3B_hP8_162_k_c:Br-Nb,2
511058a2fa7cc0290e0a5b0b77bafcbc,NbBr3,A3B_hP8_189_i_c:Br-Nb,2
8061ba7a12cdc96b8fe5b91592410d02,NbBrCl,ABC_hP3_156_a_a_b:Br-Cl-Nb,2
663eee27db66cbd8f82a0f190e1dc66d,NbBrCl,ABC_hP3_156_a_b_c:Br-Cl-Nb,2
99513382c76ad0be8cad680225018e0d,NbBrN,ABC_oP6_59_a_a_b:Br-N-Nb,2
b9cf5537f094815ff06572b37566e41f,NbBrO,ABC_oP6_59_a_b_a:Br-Nb-O,2
28e3f0980484373608a4fc4d557533d1,NbCl,AB_hP4_164_d_d:Cl-Nb,2
7a9ca51c2ddc2a998608cb34e694b3ff,NbCl,AB_tP4_129_c_a:Cl-Nb,2
b2d2d3e36cd779a5e0d4365698f5567e,NbCl2,A2B_hP3_164_d_a:Cl-Nb,2
de3af22c38188c5ef0bf1e322882bae8,NbCl2,A2B_hP3_187_h_a:Cl-Nb,2
468c7f405c1f29c36c89d1a2f5e8b9b1,NbCl2,A2B_tP3_115_g_a:Cl-Nb,2
7e4e5061c3641cafab5c36a658100474,NbCl2,A2B_mP6_11_2e_e:Cl-Nb,2
e885c13a5c38a89d01800bf729518c5f,NbCl3,A3B_hP8_162_k_c:Cl-Nb,2
2050655e16932ed77ee4b7fb151b5c9b,NbCl3,A3B_hP8_189_i_c:Cl-Nb,2
de7f4aae208f19922cde8e4759d80dc4,NbClO,ABC_oP6_59_a_b_a:Cl-Nb-O,2
76e1b6a829cf4aa81dfe704e0fdd92c4,NbCrF6,AB6C_tP8_123_c_gj_a:Cr-F-Nb,2
db84e4943a3ce199a15b99246720ee3c,NbCrSe5,ABC5_mP14_11_e_e_5e:Cr-Nb-Se,2
b332f1a6fff2d7838121b76fbb54b7ed,NbF,AB_hP4_164_d_d:F-Nb,2
62ebd6313ac764a77d59eb274e8941c8,NbF,AB_tP4_129_c_a:F-Nb,2
e888164e32d9a662d69be7c1efed3205,NbF2,A2B_tP3_115_g_a:F-Nb,2
a190737a84002e00dbba0edd7b0cbc89,NbF4,A4B_tP5_123_eg_b:F-Nb,2
679333ef69c6b4c21c5a33185fe2ab68,NbGeAs,ABC_tP6_129_c_a_c:As-Ge-Nb,2
d31e1f6d942cd1b721d3ebeb10ad3afb,NbGeSb,ABC_tP6_129_a_c_c:Ge-Nb-Sb,2
1cf218b3cc96a455007f8cea2cae7133,NbH2,A2B_hP3_187_h_a:H-Nb,2
f44709ef02cfdb82049ff07eb5c42dd5,NbI,AB_mC8_12_i_i:I-Nb,2
3ae16db059169a7a6b0573974514b15f,NbI,AB_tP4_129_c_a:I-Nb,2
bb5e546eb458c76242bf65986923652a,NbI2,A2B_mP6_11_2e_e:I-Nb,2
52df1174eb93cfef8c23062ce12eb09b,NbI2,A2B_hP3_164_d_a:I-Nb,2
4f0cf40f209b3775e6fa505cb28f7797,NbI2,A2B_hP3_187_h_a:I-Nb,2
eb170036288cea96b8ff5d2c590c1349,NbI2,A2B_tP3_115_g_a:I-Nb,2
f43baa485d70f4603a2bd5d3f9d592a8,NbI2O,A2BC_oP8_25_ef_g_g:I-Nb-O,2
a292be49e2dc5af2b37fbfc47d434317,NbI3,A3B_hP8_162_k_c:I-Nb,2
13758a6977f500cb67133db2cf74aa57,NbI3,A3B_hP8_189_i_c:I-Nb,2
48a0cadbf3ca753c34a1fd4b724dd66e,NbIBr,ABC_hP3_156_a_b_c:Br-I-Nb,2
a3975109a1af1dcc24a7d7c3a888e965,NbIBr,ABC_hP3_156_a_a_b:Br-I-Nb,2
e0725bf24e6918d90d7d818b64de8d1e,NbICl,ABC_hP3_156_a_b_c:Cl-I-Nb,2
6006f8a487ba6d5ccc9fd7bdd9f4016a,NbICl,ABC_hP3_156_a_a_b:Cl-I-Nb,2
4b450149bc6cd2eb61629fb5089fa99d,NbIN,ABC_oP6_59_a_a_b:I-N-Nb,2
c8932085e80bba3db9a3b1dc2c2c89e1,NbIO,ABC_oP6_59_a_b_a:I-Nb-O,2
dee04cd6d194951f3c96668128cc5287,NbIO2,ABC2_mP8_11_e_e_2e:I-Nb-O,2
9149a2f1983dbc62f6929163ee7b69b1,NbNCl,ABC_oP6_59_a_a_b:Cl-N-Nb,2
f1377f62cb6dfa69ccac1bb1d90377b6,NbNiTe2,ABC2_oP16_53_e_h_gh:Nb-Ni-Te,2
2437fcc11a97587004be2957271b2899,NbNiTe5,ABC5_oP14_51_f_a_eij:Nb-Ni-Te,2
6bc09b662c692e661e6189dfdc949d73,NbO,AB_hP4_187_g_h:Nb-O,2
6a89e967885fa681cd572d3c2e878ae5,NbO,AB_tP4_129_a_c:Nb-O,2
383ff745819b90a7d341a0bfa6623d0b,NbO,AB_mP4_6_ab_2a:Nb-O,2
943a7035ad10d7e3b180c4177c41c549,NbO2,AB2_mP6_11_e_2e:Nb-O,2
13d9ac5ee87978e2bc8c0ff59a98a641,NbO2,AB2_mC24_12_gi_2ij:Nb-O,2
e3609d7ea3178c12cfd4bdb8fe402fba,NbO2,AB2_hP3_187_a_h:Nb-O,2
3a1ee6f1b3483f93e8b5f9c4f5149756,NbO2,AB2_tP3_115_a_g:Nb-O,2
ef880e2e87f3a50faadd2f71e0ce369e,NbO2,AB2_hP3_164_a_d:Nb-O,2
647c18319d332f9db2390e9a52bdfcc8,NbO3,AB3_oP8_59_a_be:Nb-O,2
6730c086b488627ce70c2727ac01ad1f,NbPS3,ABC3_hP10_162_c_e_k:Nb-P-S,2
c6c2ae3a877b4fdb496302c5d8d34965,NbPSe3,ABC3_mC20_12_g_i_ij:Nb-P-Se,2
bd2030ee226832aa98a9d0827d594e8a,NbS,AB_hP4_164_c_d:Nb-S,2
e7d722993d68d5e45b04ad11a4ef4be7,NbS,AB_hP4_187_g_h:Nb-S,2
d7bda9d7aaeb16eb6ed5a83104efbee6,NbS,AB_tP4_123_e_g:Nb-S,2
2c8608b161f998138769bb1240351cfc,NbS,AB_tP4_129_a_c:Nb-S,2
cb91fa4b4571d61883e31c6247d864d1,NbS,AB_hP4_164_d_d:Nb-S,2
944f115084023ce3b572850f92f9d0a4,NbS2,AB2_tP3_115_a_g:Nb-S,2
db6e15dcd3dbe643a380d7d52c3e2c82,NbS2,AB2_hP3_164_a_d:Nb-S,2
9407106c8202cbf270d7cbad21cc8c86,NbS2,AB2_hP3_187_a_h:Nb-S,2
a3ea9b6da433a668d0f0032c57ece27c,NbS3,AB3_oP8_59_a_be:Nb-S,2
b319babe8559a431dc5b3807c57cf783,NbS3,AB3_mP16_11_2e_2e2f:Nb-S,2
9ffffbe2ec2d7cf476f9a8ef67d6608b,NbSBr,ABC_oP6_59_a_b_a:Br-Nb-S,2
7a4bb4748146bd649c3cd57874c534ee,NbSCl,ABC_oP6_59_a_b_a:Cl-Nb-S,2
169f534904bc2cc46da7ae033da1bf42,NbSI,ABC_oP6_59_a_b_a:I-Nb-S,2
9599f4c14a6959e07ce135c318e3f877,NbSb2,AB2_hP3_187_a_h:Nb-Sb,2
b81c066a7ad3e3f239b294ba85bd6342,NbSb2,AB2_hP3_164_a_d:Nb-Sb,2
7f5600fa6ae7e69c8e3e2ddd7cd482af,NbSbAs,ABC_hP3_156_a_b_a:As-Nb-Sb,2
59f9f4182886738bd926784470d601b4,NbSbAs,ABC_hP3_156_a_b_c:As-Nb-Sb,2
fd9a419320011b667a23a22a244f1629,NbSe,AB_tP4_123_e_g:Nb-Se,2
8b998daeba6fb1b8d0b378d7d78e7d76,NbSe,AB_tP4_129_a_c:Nb-Se,2
ecc3baa777e2ea71b39420b210078d02,NbSe,AB_hP4_164_d_d:Nb-Se,2
10d8599a9add6c904d164c602c6e21d8,NbSe,AB_hP4_187_g_h:Nb-Se,2
bb79b39be67842854c61900c5781ae22,NbSe,AB_hP4_164_c_d:Nb-Se,2
1373b0d792154da37647c6508745b050,NbSe2,AB2_hP3_187_a_h:Nb-Se,2
8607d5055fc2c42a88aa7165b83b679c,NbSe2,AB2_hP3_164_a_d:Nb-Se,2
1fccdec22a8eb65d9d0d16e27324470d,NbSe2,AB2_tP3_115_a_g:Nb-Se,2
f617ad43dcfca9b029ac6fac7a799c93,NbSe3,AB3_oP8_59_a_be:Nb-Se,2
b3ebf82ffbe81a2601d190c30675612a,NbSeBr,ABC_oP6_59_a_b_a:Br-Nb-Se,2
b7f7a6b0072f384da1a004aeb8976801,NbSeCl,ABC_oP6_59_a_b_a:Cl-Nb-Se,2
6eeb795c5759fd1abbbe9a40d4ba1a02,NbSeI,ABC_oP6_59_a_b_a:I-Nb-Se,2
c8ddd105220627b94364bbe4d6d02e2b,NbSeS,ABC_hP3_156_b_a_a:Nb-S-Se,2
87e1dfd81f87c7ae889aa12d9caab531,NbSeS,ABC_hP3_156_a_b_c:Nb-S-Se,2
e10d6641b24b9293cfc5823cbe4e8311,NbTe,AB_tP4_123_e_g:Nb-Te,2
fa9f7e3b7b8cd4a675d1d8e3e60ac4f5,NbTe,AB_hP4_187_g_h:Nb-Te,0
c0608c042c6fb5a2d902932f0c3a7195,NbTe,AB_hP4_164_d_d:Nb-Te,2
83711b11b27752e1502a7d0a4f0dff93,NbTe,AB_tP4_129_a_c:Nb-Te,2
d8e8dbf88c15bdc61683527ec592700f,NbTe,AB_hP4_164_c_d:Nb-Te,0
20de6cd3a3b9df80df7329cb3f92cdb9,NbTe2,AB2_mC18_12_ai_3i:Nb-Te,2
929c6230a76aa81be5799117d346fc5e,NbTe2,AB2_tP3_115_a_g:Nb-Te,2
41f88f3e5e9ffba77ee29db69b201134,NbTe2,AB2_tP6_127_a_g:Nb-Te,0
4e27a18d497a1fb3733eea9792703e9e,NbTe2,AB2_hP3_187_a_h:Nb-Te,2
62ddc1dca15f6de19b6f1694c465e42d,NbTe2,AB2_hP3_164_a_d:Nb-Te,2
4ee1d84473a17fbe2e0db98048640904,NbTe3,AB3_oP8_59_a_be:Nb-Te,2
ed2ce838dcdc8a2e3cd439de1c78ac3b,NbTe3P,ABC3_aP10_2_i_i_3i:Nb-P-Te,2
e76b99656057020463fa245785e37fc8,NbTe4Ir,ABC4_mP12_11_e_e_4e:Ir-Nb-Te,2
b3a7944c6ac27954a3a726a3def9e209,NbTe4Os,ABC4_mP12_11_e_e_4e:Nb-Os-Te,2
1f8598c41df87eb6e70aac65a1d7a94e,NbTe5Pd,ABC5_oP14_51_f_a_eij:Nb-Pd-Te,2
770db092a1670507f98a0030f89c11dc,NbTeS,ABC_hP3_156_b_a_a:Nb-S-Te,2
39c51bfdf006f9339aaa037635e9e963,NbTeS,ABC_hP3_156_a_b_c:Nb-S-Te,2
67d4a5017a9f2b39368b282afbd74922,NbTeSe,ABC_hP3_156_a_b_c:Nb-Se-Te,2
5b9a6495278e2367880d082deebc053d,NbTeSe,ABC_hP3_156_b_a_a:Nb-Se-Te,2
a25fed3d0b4ece8de255a67b480d0819,Ni(ClO4)2,A2BC8_hP11_147_d_a_dg:Cl-Ni-O,2
d5a4537f04149451ce2017c59a00dfe7,Ni(HO)2,A2BC2_hP5_164_d_a_d:H-Ni-O,2
aa075bcd4482c9945b8cacda2ec4752d,Ni2AgO4,AB2C4_hP7_187_a_h_gi:Ag-Ni-O,2
8acc54ce7d979d6ca11f4ad17d60ac2f,Ni2As2O7,A2B2C7_mP11_6_2a_c_3a2c:As-Ni-O,2
3f5612c019a80928c4300ac021f3939d,Ni2P2Se5,A2B2C5_mC18_8_b_2a_a2b:Ni-P-Se,2
2b38ef01efb3a17022f63819d48097fc,Ni2SbTe2,A2BC2_hP5_187_h_a_i:Ni-Sb-Te,2
b008b9b0b559be144c45d1dfd697bc89,NiBr,AB_hP4_164_d_d:Br-Ni,2
76a9bbc0c738599da892ac7fa869deee,NiBr,AB_tP4_129_c_a:Br-Ni,2
dc36f08192999d2f72d619530c642c89,NiBr2,A2B_hP3_164_d_a:Br-Ni,2
87351305c1949225ddca56c8ed291f41,NiBr2,A2B_tP3_115_g_a:Br-Ni,2
4bec5c11f16b4a253dd3ce4a96f193de,NiBr2,A2B_hP3_187_h_a:Br-Ni,2
127fffa849f23a4850b6ffc3bb1b21bb,NiBr3,A3B_hP8_191_i_c:Br-Ni,2
e735d943f5c819c1a32363ee6723e427,NiBr3,A3B_hP8_162_k_c:Br-Ni,2
791ec4c33f014cdb3db5003a21386540,NiBrN,ABC_oP6_59_a_a_b:Br-N-Ni,0
259ff2b80f25ca7647af2475c79768f2,NiBrO,ABC_oP6_59_a_b_a:Br-Ni-O,2
91a2596a2c9c68d399b60b511f66c7c2,NiC10(NCl)2,A10B2C2D_oP15_47_i2y_n_i_a:C-Cl-N-Ni,0
11ccf5c4f7317410adf262a7fd956d75,NiC12(NCl)2,A12B2C2D_mP17_10_6m_n_m_a:C-Cl-N-Ni,0
18cf9f0cd2a23644f2ea7631c3a717b6,NiC2(SN)2,A2B2CD2_mC14_12_i_i_a_i:C-N-Ni-S,0
dd0dec8194edf5d59fd5cb5510baa8c8,NiC4(NCl)2,A4B2C2D_oP9_47_y_j_m_a:C-Cl-N-Ni,0
fe46f734ca6d93ff2a1ea54a2ebba4b9,NiCl,AB_hP4_164_d_d:Cl-Ni,2
22b91b9d97514d11b387fed25e6c8e7b,NiCl,AB_tP4_129_c_a:Cl-Ni,2
d3982d734d9c1c9796523b7202010baa,NiCl2,A2B_hP3_187_h_a:Cl-Ni,2
3ffde72551e1d067c48a320e7dc39b9d,NiCl2,A2B_hP3_164_d_a:Cl-Ni,2
105facf1fb9bf77050ce81e62ee483be,NiCl2,A2B_tP3_115_g_a:Cl-Ni,2
15682e5e13b67eb989b80abc6c28506a,NiCl3,A3B_hP8_162_k_c:Cl-Ni,2
109af7feb20617d963977b2bfdf60019,NiCl3,A3B_hP8_191_i_c:Cl-Ni,2
9fdcb9efe5253f9419754b8bb21a511f,NiClO,ABC_oP6_59_a_b_a:Cl-Ni-O,2
fdd5499ffa62959176552ef569fa3004,NiF,AB_hP4_164_d_d:F-Ni,2
2d31e4b381e00fd711e0ab6c1f7a2f11,NiF,AB_tP4_129_c_a:F-Ni,2
846dfae0647c40fcb8293845e941fa4b,NiF2,A2B_tP3_115_g_a:F-Ni,2
e9772dc36b10ad135c521c331a80ea5b,NiH2,A2B_hP3_187_h_a:H-Ni,2
963e90f696c5d56971cd618287c30f0f,NiH4C6(NCl)2,A6B2C4D2E_oP15_25_2a2e_f_2e_2a_a:C-Cl-H-N-Ni,2
afff22416bacbfeaf1243a74b7147890,NiH8C4(NO2)2,A4B8C2DE4_mP19_10_jm_2o_m_a_o:C-H-N-Ni-O,2
eaca726823fc422e18e8a19e46ad1f40,NiHO2,ABC2_mP8_11_e_e_2e:H-Ni-O,2
3bc128a31eaffb91405535635354e224,NiHS2,ABC2_mP8_6_2a_ab_3ab:H-Ni-S,2
4a1e08b6ac606b6d8de8e86b4dca1aa8,NiI,AB_tP4_129_c_a:I-Ni,2
9ac2d793dc80a5abd9c8302da8f67a65,NiI,AB_hP4_164_d_d:I-Ni,2
b9fc8aec9128de37b2e6716cfce3e033,NiI2,A2B_tP3_115_g_a:I-Ni,2
ba7b01abbb4b10ceb5b62bd8b6bb81f5,NiI2,A2B_hP3_187_h_a:I-Ni,2
2dddbed1cbffa290f09866d0595e3284,NiI2,A2B_hP3_164_d_a:I-Ni,2
4ae8b57bf886f3e61468d2bc13b07bef,NiI3,A3B_hP8_189_i_c:I-Ni,2
c8cfabc7b2cc1578e588c56eac130006,NiI3,A3B_hP8_162_k_c:I-Ni,2
64f99c5077d9055a2c038700d136e357,NiIN,ABC_oP6_59_a_a_b:I-N-Ni,0
2ea496530c34e323928e5fabf6f6911f,NiIO,ABC_oP6_59_a_b_a:I-Ni-O,2
f24aa01c1d0aec7251bb42af4ffb6de7,NiNCl,ABC_oP6_59_a_a_b:Cl-N-Ni,0
a8c7178276ba11e9ab5c1b109371c2c1,NiO,AB_tP2_123_a_c:Ni-O,2
3f810d04499d0f6a51de3c5dbb02b966,NiO,AB_hP4_187_g_h:Ni-O,2
4b13cec08b3f93cdbc9caf214b475161,NiO,AB_mP4_10_ae_m:Ni-O,2
53b9c2fa0f995f07f1f9f5c6710d1357,NiO2,AB2_tP3_115_a_g:Ni-O,2
e210fc7b0d20d526731eda4fc72108c2,NiO2,AB2_hP3_164_a_d:Ni-O,2
